No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
6240,RACE,Ferrari N.V.,Consumer Cyclical,Auto Manufacturers,Italy,38.49B,39.15,211.01,-0.73%,"221,986"
6242,RAD,Rite Aid Corporation,Healthcare,Pharmaceutical Retailers,USA,193.91M,-,3.44,0.29%,"2,471,593"
6243,RADI,"Radius Global Infrastructure, Inc.",Communication Services,Telecom Services,USA,1.13B,-,11.80,-0.08%,"259,248"
6244,RAFE,PIMCO RAFI ESG U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,28.04,-0.60%,"1,293"
6245,RAIL,"FreightCar America, Inc.",Industrials,Railroads,USA,56.40M,-,3.24,-0.99%,"40,003"
6246,RAIN,Rain Therapeutics Inc.,Healthcare,Biotechnology,USA,233.77M,-,6.49,-2.55%,"18,437"
6247,RAM,Aries I Acquisition Corporation,Financial,Shell Companies,Cayman Islands,60.23M,60.50,10.23,0.00%,"18,843"
6248,RAMMU,Aries I Acquisition Corporation,Financial,Shell Companies,Cayman Islands,60.05M,52.04,10.20,-0.10%,777
6249,RAMP,"LiveRamp Holdings, Inc.",Technology,Information Technology Services,USA,1.54B,-,23.10,-0.35%,"487,342"
6250,RAND,Rand Capital Corporation,Financial,Asset Management,USA,35.99M,-,13.95,0.00%,161
6251,RANI,"Rani Therapeutics Holdings, Inc.",Healthcare,Biotechnology,USA,309.52M,-,6.05,-3.51%,"21,329"
6252,RAPT,"RAPT Therapeutics, Inc.",Healthcare,Biotechnology,USA,643.33M,-,17.16,-7.84%,"293,013"
6253,RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,USA,3.14B,-,43.52,-2.86%,"686,796"
6254,RAVE,"Rave Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA,23.10M,3.13,1.40,-0.71%,"30,234"
6255,RAVI,FlexShares Ready Access Variable Income Fund,Financial,Exchange Traded Fund,USA,-,-,74.36,-0.02%,"78,867"
6256,RAYA,Erayak Power Solution Group Inc.,Industrials,Electrical Equipment & Parts,China,36.97M,10.32,3.10,-6.20%,"252,969"
6257,RAYS,Global X Solar ETF,Financial,Exchange Traded Fund,USA,-,-,19.48,-1.34%,633
6258,RBA,Ritchie Bros. Auctioneers Incorporated,Industrials,Specialty Business Services,Canada,6.19B,20.57,56.13,0.50%,"1,209,498"
6259,RBB,RBB Bancorp,Financial,Banks - Regional,USA,398.32M,7.11,21.12,0.81%,"69,153"
6260,RBBN,Ribbon Communications Inc.,Communication Services,Telecom Services,USA,438.79M,-,2.65,1.53%,"223,115"
6262,RBCAA,"Republic Bancorp, Inc.",Financial,Banks - Regional,USA,818.48M,8.80,41.40,-0.10%,"35,384"
6263,RBCN,"Rubicon Technology, Inc.",Technology,Semiconductor Equipment & Materials,USA,3.60M,4.44,1.43,-0.85%,"6,180"
6264,RBCP,RBC Bearings Incorporated,Industrials,Tools & Accessories,USA,6.02B,-,103.43,0.01%,548
6265,RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,USA,15.88B,-,26.75,1.21%,"10,774,518"
6266,RBOT,Vicarious Surgical Inc.,Healthcare,Medical Devices,USA,226.40M,5.53,1.77,-4.32%,"770,804"
6267,RBT,"Rubicon Technologies, Inc.",Technology,Software - Application,USA,235.40M,-,1.40,-2.10%,"94,704"
6268,RC,Ready Capital Corporation,Real Estate,REIT - Mortgage,USA,1.33B,5.26,11.95,-0.33%,"556,667"
6269,RCAT,"Red Cat Holdings, Inc.",Technology,Computer Hardware,USA,41.71M,-,0.77,0.59%,"171,897"
6270,RCD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,Financial,Exchange Traded Fund,USA,-,-,117.20,0.70%,"4,783"
6271,RCEL,"AVITA Medical, Inc.",Healthcare,Medical Devices,USA,165.69M,-,6.76,2.11%,"47,073"
6272,RCG,"RENN Fund, Inc.",Financial,Asset Management,USA,12.63M,2.05,1.80,-1.64%,"18,706"
6273,RCI,Rogers Communications Inc.,Communication Services,Telecom Services,Canada,22.65B,19.76,45.10,0.47%,"254,467"
6274,RCII,"Rent-A-Center, Inc.",Industrials,Rental & Leasing Services,USA,1.27B,75.97,22.64,-0.40%,"580,768"
6275,RCKT,"Rocket Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.51B,-,18.15,-5.47%,"2,142,285"
6276,RCKY,"Rocky Brands, Inc.",Consumer Cyclical,Footwear & Accessories,USA,174.53M,6.67,24.04,0.92%,"22,123"
6277,RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,USA,12.63B,-,49.79,0.59%,"2,390,025"
6278,RCM,R1 RCM Inc.,Healthcare,Health Information Services,USA,4.61B,134.57,10.90,-1.45%,"2,221,877"
6279,RCMT,"RCM Technologies, Inc.",Industrials,Engineering & Construction,USA,131.88M,5.71,11.65,-13.06%,"174,015"
6280,RCON,"Recon Technology, Ltd.",Energy,Oil & Gas Equipment & Services,China,39.30M,2.69,1.15,-0.86%,"121,955"
6282,RCS,"PIMCO Strategic Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,229.31M,-,5.13,0.28%,"47,103"
6283,RCUS,"Arcus Biosciences, Inc.",Healthcare,Biotechnology,USA,1.55B,56.54,20.41,-4.54%,"830,705"
6284,RDCM,RADCOM Ltd.,Communication Services,Telecom Services,Israel,152.14M,-,10.28,-2.10%,"2,675"
6285,RDFN,Redfin Corporation,Real Estate,Real Estate Services,USA,478.50M,-,4.30,-2.27%,"2,058,820"
6286,RDHL,RedHill Biopharma Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,14.55M,-,0.16,-1.31%,"940,155"
6287,RDI,"Reading International, Inc.",Communication Services,Entertainment,USA,93.79M,-,2.83,2.17%,"22,979"
6288,RDIV,Invesco S&P Ultra Dividend Revenue ETF,Financial,Exchange Traded Fund,USA,-,-,43.54,1.42%,"73,719"
6289,RDN,Radian Group Inc.,Financial,Insurance - Specialty,USA,2.96B,4.31,19.05,1.17%,"453,524"
6290,RDNT,"RadNet, Inc.",Healthcare,Diagnostics & Research,USA,1.12B,-,18.87,-3.08%,"166,978"
6291,RDOG,ALPS REIT Dividend Dogs ETF,Financial,Exchange Traded Fund,USA,-,-,37.92,0.80%,36
6292,RDVI,FT Cboe Vest Rising Dividend Achievers Target Income ETF,Financial,Exchange Traded Fund,USA,-,-,21.26,-0.04%,"9,516"
6293,RDVT,"Red Violet, Inc.",Technology,Software - Application,USA,341.29M,1163.33,24.43,-0.57%,"12,728"
6294,RDVY,First Trust Rising Dividend Achievers ETF,Financial,Exchange Traded Fund,USA,-,-,43.90,-0.20%,"816,170"
6295,RDW,Redwire Corporation,Industrials,Aerospace & Defense,USA,125.20M,-,1.92,-2.04%,"124,661"
6296,RDWR,Radware Ltd.,Technology,Software - Infrastructure,Israel,869.53M,-,19.47,0.41%,"98,385"
6297,RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,India,8.72B,24.40,52.58,-1.17%,"119,227"
6298,RE,"Everest Re Group, Ltd.",Financial,Insurance - Reinsurance,Bermuda,13.04B,25.00,334.92,0.64%,"158,346"
6299,REAL,"The RealReal, Inc.",Consumer Cyclical,Specialty Retail,USA,108.90M,-,1.10,-0.90%,"3,904,946"
6300,REAX,The Real Brokerage Inc.,Real Estate,Real Estate Services,Canada,291.00M,-,1.09,-9.17%,"109,557"
6302,REE,REE Automotive Ltd.,Consumer Cyclical,Recreational Vehicles,Israel,112.20M,-,0.36,4.96%,"717,955"
6303,REED,"Reed's, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,8.61M,-,0.07,-2.07%,"1,509,835"
6304,REET,iShares Global REIT ETF,Financial,Exchange Traded Fund,USA,-,-,22.72,0.89%,"1,249,985"
6305,REFI,"Chicago Atlantic Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA,275.99M,7.61,15.88,1.60%,"43,802"
6306,REFR,Research Frontiers Incorporated,Technology,Electronic Components,USA,66.99M,-,2.03,0.50%,"38,215"
6307,REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA,10.66B,23.64,62.64,0.59%,"522,534"
6308,REGL,ProShares S&P MidCap 400 Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA,-,-,71.82,0.98%,"84,819"
6309,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,79.89B,15.33,726.74,-0.94%,"358,582"
6310,REI,"Ring Energy, Inc.",Energy,Oil & Gas E&P,USA,388.89M,2.37,2.37,6.28%,"2,563,901"
6311,REIT,ALPS Active REIT ETF,Financial,Exchange Traded Fund,USA,-,-,23.91,0.98%,"2,248"
6312,REK,ProShares Short Real Estate,Financial,Exchange Traded Fund,USA,-,-,20.27,-0.64%,"37,380"
6313,REKR,"Rekor Systems, Inc.",Industrials,Security & Protection Services,USA,63.00M,-,1.36,17.24%,"1,043,887"
6314,RELI,"Reliance Global Group, Inc.",Financial,Insurance Brokers,USA,11.00M,-,0.62,1.64%,"61,037"
6315,RELL,"Richardson Electronics, Ltd.",Technology,Electronic Components,USA,300.57M,14.08,21.50,-0.56%,"116,097"
6316,RELX,RELX PLC,Communication Services,Publishing,United Kingdom,53.40B,28.64,27.90,0.14%,"451,048"
6317,RELY,"Remitly Global, Inc.",Technology,Software - Infrastructure,USA,1.65B,-,9.64,0.00%,"1,370,998"
6318,REM,iShares Mortgage Real Estate Capped ETF,Financial,Exchange Traded Fund,USA,-,-,23.32,0.17%,"258,763"
6319,REMX,VanEck Rare Earth/Strategic Metals ETF,Financial,Exchange Traded Fund,USA,-,-,77.75,1.12%,"75,521"
6320,RENE,Cartesian Growth Corporation II,Financial,Shell Companies,USA,293.81M,-,10.23,0.10%,"20,782"
6322,RENT,"Rent the Runway, Inc.",Consumer Cyclical,Apparel Retail,USA,176.89M,-,2.99,9.93%,"2,272,814"
6323,REPL,"Replimune Group, Inc.",Healthcare,Biotechnology,USA,1.52B,-,26.77,-3.01%,"401,452"
6324,REPX,"Riley Exploration Permian, Inc.",Energy,Oil & Gas E&P,USA,570.37M,5.08,29.19,3.14%,"13,419"
6325,RERE,ATRenew Inc.,Consumer Cyclical,Internet Retail,China,668.51M,-,2.87,-4.33%,"175,897"
6326,RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services,USA,1.83B,13.00,8.79,3.90%,"1,054,357"
6327,RESD,WisdomTree International ESG Fund,Financial,Exchange Traded Fund,USA,-,-,25.34,-0.20%,"2,800"
6328,RESE,WisdomTree Emerging Markets ESG Fund,Financial,Exchange Traded Fund,USA,-,-,27.30,-0.81%,"9,753"
6329,RESP,WisdomTree U.S. ESG Fund,Financial,Exchange Traded Fund,USA,-,-,41.18,0.14%,"2,807"
6330,RETA,"Reata Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.33B,-,36.00,-1.04%,"228,711"
6331,RETL,Direxion Daily Retail Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,6.91,4.70%,"749,876"
6332,RETO,"ReTo Eco-Solutions, Inc.",Basic Materials,Building Materials,China,19.41M,-,0.45,-1.09%,"11,408"
6333,REUN,Reunion Neuroscience Inc.,Healthcare,Biotechnology,Canada,14.40M,-,0.91,-0.98%,"14,912"
6334,REVB,"Revelation Biosciences, Inc.",Healthcare,Biotechnology,USA,4.69M,-,0.18,-9.94%,"394,143"
6335,REVG,"REV Group, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,762.00M,49.62,12.90,1.34%,"110,539"
6336,REW,ProShares UltraShort Technology,Financial,Exchange Traded Fund,USA,-,-,21.92,-0.05%,"51,790"
6337,REX,REX American Resources Corporation,Energy,Oil & Gas Refining & Marketing,USA,511.58M,13.11,30.04,2.14%,"69,988"
6338,REXR,"Rexford Industrial Realty, Inc.",Real Estate,REIT - Industrial,USA,10.50B,58.63,54.53,1.28%,"696,445"
6339,REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,Packaging & Containers,USA,6.37B,24.92,30.38,0.03%,"234,709"
6340,REZ,iShares Residential and Multisector Real Estate ETF,Financial,Exchange Traded Fund,USA,-,-,68.42,0.75%,"31,458"
6342,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,19.70B,10.56,21.22,0.66%,"4,005,298"
6343,RFAC,RF Acquisition Corp.,Financial,Shell Companies,Singapore,146.82M,-,10.07,0.00%,"2,251"
6344,RFCI,RiverFront Dynamic Core Income ETF,Financial,Exchange Traded Fund,USA,-,-,22.19,-0.32%,"15,279"
6345,RFDA,RiverFront Dynamic US Dividend Advantage ETF,Financial,Exchange Traded Fund,USA,-,-,42.01,0.70%,"9,523"
6346,RFDI,First Trust RiverFront Dynamic Developed International ETF,Financial,Exchange Traded Fund,USA,-,-,53.40,-0.52%,"14,586"
6347,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,50.80,-2.46%,"6,583"
6348,RFFC,RiverFront Dynamic US Flex-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,40.45,0.74%,"2,260"
6349,RFG,Invesco S&P MidCap 400 Pure Growth ETF,Financial,Exchange Traded Fund,USA,-,-,182.06,1.07%,"2,620"
6350,RFI,"Cohen & Steers Total Return Realty Fund, Inc.",Financial,Closed-End Fund - Equity,USA,332.78M,2.86,12.63,-1.02%,"113,268"
6351,RFIL,"RF Industries, Ltd.",Industrials,Electrical Equipment & Parts,USA,51.40M,29.26,5.15,1.78%,"4,155"
6352,RFL,"Rafael Holdings, Inc.",Healthcare,Biotechnology,USA,43.29M,-,1.77,0.00%,"21,444"
6353,RFP,Resolute Forest Products Inc.,Basic Materials,Paper & Paper Products,Canada,1.60B,3.85,20.90,0.29%,"108,579"
6354,RFV,Invesco S&P MidCap 400 Pure Value ETF,Financial,Exchange Traded Fund,USA,-,-,90.75,0.87%,"16,861"
6355,RGA,"Reinsurance Group of America, Incorporated",Financial,Insurance - Reinsurance,USA,9.52B,16.98,142.67,0.14%,"168,689"
6356,RGC,Regencell Bioscience Holdings Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Hong Kong,372.30M,-,29.20,2.03%,946
6357,RGCO,"RGC Resources, Inc.",Utilities,Utilities - Regulated Gas,USA,219.61M,-,22.57,1.12%,"6,920"
6358,RGEN,Repligen Corporation,Healthcare,Medical Instruments & Supplies,USA,9.56B,57.91,167.54,-2.74%,"259,886"
6359,RGF,"The Real Good Food Company, Inc.",Consumer Defensive,Packaged Foods,USA,173.12M,39.05,6.60,-1.79%,"3,308"
6360,RGI,Invesco S&P 500 Equal Weight Industrials ETF,Financial,Exchange Traded Fund,USA,-,-,178.67,0.66%,"3,645"
6362,RGLS,Regulus Therapeutics Inc.,Healthcare,Biotechnology,USA,22.20M,-,1.23,-6.82%,"66,938"
6363,RGNX,REGENXBIO Inc.,Healthcare,Biotechnology,USA,1.02B,24.00,22.25,-5.20%,"307,674"
6364,RGP,"Resources Connection, Inc.",Industrials,Consulting Services,USA,623.01M,8.63,18.52,0.33%,"84,311"
6365,RGR,"Sturm, Ruger & Company, Inc.",Industrials,Aerospace & Defense,USA,907.64M,8.54,51.60,0.45%,"111,710"
6366,RGS,Regis Corporation,Consumer Cyclical,Personal Services,USA,55.10M,-,1.21,0.00%,"112,414"
6367,RGT,"Royce Global Value Trust, Inc.",Financial,Asset Management,USA,54.96M,4.02,8.77,0.00%,"19,374"
6368,RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware,USA,95.55M,-,0.83,6.37%,"903,496"
6369,RH,RH,Consumer Cyclical,Specialty Retail,USA,6.19B,13.07,264.41,0.82%,"569,930"
6370,RHE,"Regional Health Properties, Inc.",Healthcare,Medical Care Facilities,USA,5.09M,-,3.05,5.17%,"10,015"
6371,RHI,Robert Half International Inc.,Industrials,Staffing & Employment Services,USA,7.81B,11.90,73.38,1.99%,"491,749"
6372,RHP,"Ryman Hospitality Properties, Inc.",Real Estate,REIT - Hotel & Motel,USA,4.50B,74.68,82.67,1.42%,"250,955"
6373,RHS,Invesco S&P 500 Equal Weight Consumer Staples ETF,Financial,Exchange Traded Fund,USA,-,-,172.04,0.45%,"19,822"
6374,RIBT,RiceBran Technologies,Consumer Defensive,Packaged Foods,USA,4.50M,-,0.73,1.53%,"31,464"
6375,RICK,"RCI Hospitality Holdings, Inc.",Consumer Cyclical,Restaurants,USA,855.20M,19.43,95.34,3.05%,"65,267"
6376,RIDE,Lordstown Motors Corp.,Consumer Cyclical,Auto Manufacturers,USA,243.00M,-,1.14,1.79%,"3,116,696"
6377,RIET,Hoya Capital High Dividend Yield ETF,Financial,Exchange Traded Fund,USA,-,-,10.92,0.63%,"5,079"
6378,RIG,Transocean Ltd.,Energy,Oil & Gas Drilling,Switzerland,3.23B,-,4.67,4.47%,"13,877,765"
6379,RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,198.80M,-,1.23,6.96%,"2,845,718"
6380,RIGS,RiverFront Strategic Income Fund,Financial,Exchange Traded Fund,USA,-,-,22.69,-0.04%,"52,453"
6382,RINF,ProShares Inflation Expectations ETF,Financial,Exchange Traded Fund,USA,-,-,32.05,0.81%,"7,948"
6383,RING,iShares MSCI Global Gold Miners ETF,Financial,Exchange Traded Fund,USA,-,-,22.56,0.53%,"20,705"
6384,RIO,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,United Kingdom,115.24B,6.52,70.79,0.71%,"1,407,117"
6385,RIOT,"Riot Blockchain, Inc.",Technology,Software - Application,USA,632.41M,-,3.68,-2.65%,"4,805,281"
6386,RISR,FolioBeyond Rising Rates ETF,Financial,Exchange Traded Fund,USA,-,-,31.18,0.43%,"132,168"
6387,RITM,Rithm Capital Corp.,Real Estate,REIT - Mortgage,USA,4.02B,4.37,8.52,0.35%,"2,800,899"
6388,RIV,"RiverNorth Opportunities Fund, Inc.",Financial,Closed-End Fund - Equity,USA,260.17M,6.71,12.14,1.34%,"130,363"
6389,RIVN,"Rivian Automotive, Inc.",Consumer Cyclical,Auto Manufacturers,USA,18.17B,-,19.14,-2.99%,"18,952,016"
6390,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22.82B,15.38,107.35,1.19%,"961,681"
6391,RKDA,"Arcadia Biosciences, Inc.",Basic Materials,Agricultural Inputs,USA,6.70M,-,0.28,2.96%,"61,266"
6392,RKLB,"Rocket Lab USA, Inc.",Industrials,Aerospace & Defense,USA,1.77B,-,3.77,1.07%,"1,903,793"
6393,RKLY,Rockley Photonics Holdings Limited,Technology,Semiconductors,United Kingdom,18.95M,-,0.15,8.04%,"1,434,134"
6394,RKT,"Rocket Companies, Inc.",Financial,Mortgage Finance,USA,14.64B,6.98,7.29,-1.88%,"1,312,658"
6395,RKTA,Rocket Internet Growth Opportunities Corp.,Financial,Shell Companies,Cayman Islands,336.10M,38.51,10.09,0.20%,"786,806"
6396,RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,USA,6.84B,14.54,104.36,0.58%,"487,775"
6397,RLAY,"Relay Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.83B,-,14.60,-3.69%,"903,791"
6398,RLGT,"Radiant Logistics, Inc.",Industrials,Integrated Freight & Logistics,USA,255.50M,8.88,5.21,-0.76%,"55,342"
6399,RLI,RLI Corp.,Financial,Insurance - Property & Casualty,USA,5.98B,10.52,133.69,1.46%,"171,223"
6400,RLJ,RLJ Lodging Trust,Real Estate,REIT - Hotel & Motel,USA,1.67B,-,10.54,2.53%,"642,593"
6402,RLX,RLX Technology Inc.,Consumer Defensive,Tobacco,China,3.93B,10.91,2.51,-1.18%,"5,012,958"
6403,RLY,SPDR SSgA Multi-Asset Real Return ETF,Financial,Exchange Traded Fund,USA,-,-,27.65,1.28%,"509,043"
6404,RLYB,Rallybio Corporation,Healthcare,Biotechnology,USA,225.11M,-,5.75,-5.27%,"55,416"
6405,RM,Regional Management Corp.,Financial,Credit Services,USA,259.18M,3.95,27.69,2.37%,"13,935"
6406,RMAX,"RE/MAX Holdings, Inc.",Real Estate,Real Estate Services,USA,332.36M,33.69,18.63,2.25%,"121,439"
6407,RMBI,"Richmond Mutual Bancorporation, Inc.",Financial,Banks - Regional,USA,144.55M,11.09,12.25,0.00%,"3,968"
6408,RMBL,"RumbleON, Inc.",Consumer Cyclical,Internet Retail,USA,108.49M,2.14,6.45,-4.02%,"323,022"
6409,RMBS,Rambus Inc.,Technology,Semiconductors,USA,3.90B,-,35.99,-0.72%,"350,790"
6410,RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Defensive,Confectioners,USA,36.57M,-,5.87,0.01%,869
6411,RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,USA,30.64B,38.96,208.32,-0.39%,"565,408"
6412,RMED,"Ra Medical Systems, Inc.",Healthcare,Medical Devices,USA,8.42M,-,4.34,12.14%,"436,799"
6413,RMGCU,RMG Acquisition Corp. III,Financial,Shell Companies,USA,604.96M,40.65,10.04,-0.40%,30
6414,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,105.35M,11.81,16.53,-4.01%,"28,608"
6415,RMM,Rivernorth Managed Duration Municipal Income Fund Inc.,Financial,Asset Management,USA,290.76M,8.32,14.73,0.68%,"89,453"
6416,RMNI,"Rimini Street, Inc.",Technology,Software - Application,USA,349.59M,5.86,3.88,-2.02%,"247,909"
6417,RMR,The RMR Group Inc.,Real Estate,Real Estate Services,USA,886.10M,13.88,28.31,0.96%,"44,145"
6418,RMT,"Royce Micro-Cap Trust, Inc.",Financial,Closed-End Fund - Equity,USA,402.08M,4.02,8.69,-0.46%,"266,517"
6419,RMTI,"Rockwell Medical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,11.50M,-,0.97,-1.78%,"20,924"
6420,RNA,"Avidity Biosciences, Inc.",Healthcare,Biotechnology,USA,1.42B,-,20.90,-2.47%,"1,508,666"
6422,RNDM,First Trust Developed International Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,45.73,0.02%,173
6423,RNDV,First Trust US Equity Dividend Select ETF,Financial,Exchange Traded Fund,USA,-,-,27.93,-0.42%,201
6424,RNER,Mount Rainier Acquisition Corp.,Financial,Shell Companies,USA,228.25M,-,10.30,0.00%,"2,890"
6425,RNERW,Mount Rainier Acquisition Corp.,Financial,Shell Companies,USA,-,-,0.25,30.64%,"1,421"
6426,RNG,"RingCentral, Inc.",Technology,Software - Application,USA,3.26B,-,33.66,-0.88%,"1,301,190"
6427,RNGR,"Ranger Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,USA,266.17M,9.29,11.04,3.18%,"13,440"
6428,RNLC,First Trust Large Cap US Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,29.81,-0.25%,507
6429,RNLX,Renalytix Plc,Healthcare,Health Information Services,USA,61.09M,-,1.75,1.74%,"70,506"
6430,RNMC,First Trust Mid Cap US Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,27.13,-0.15%,352
6431,RNP,"Cohen & Steers REIT and Preferred Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,962.85M,2.85,20.23,0.85%,"114,592"
6432,RNR,RenaissanceRe Holdings Ltd.,Financial,Insurance - Reinsurance,Bermuda,8.18B,-,186.88,-0.18%,"147,147"
6433,RNRG,Global X Renewable Energy Producers ETF,Financial,Exchange Traded Fund,USA,-,-,13.24,0.04%,"25,932"
6434,RNSC,First Trust Small Cap US Equity Select ETF,Financial,Exchange Traded Fund,USA,-,-,25.56,0.26%,350
6435,RNST,Renasant Corporation,Financial,Banks - Regional,USA,2.11B,13.69,38.24,1.27%,"116,108"
6436,RNW,ReNew Energy Global Plc,Utilities,Utilities - Renewable,United Kingdom,1.53B,-,5.75,5.89%,"560,907"
6437,RNWK,"RealNetworks, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,34.82M,-,0.73,0.03%,"279,342"
6438,RNXT,"RenovoRx, Inc.",Healthcare,Biotechnology,USA,18.40M,-,1.97,-2.72%,"2,886"
6439,ROAD,"Construction Partners, Inc.",Industrials,Engineering & Construction,USA,1.42B,65.38,26.87,-0.22%,"110,108"
6440,ROAM,Hartford Multifactor Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,19.45,0.21%,"4,746"
6442,ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,Financial,Exchange Traded Fund,USA,-,-,35.64,-0.31%,"35,763"
6443,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1.59B,4.16,40.37,5.93%,"263,846"
6444,ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products & Equipment,USA,1.42B,16.70,45.74,-0.54%,"60,347"
6445,RODM,Hartford Multifactor Developed Markets (ex-US) ETF,Financial,Exchange Traded Fund,USA,-,-,24.89,0.44%,"164,496"
6446,ROG,Rogers Corporation,Technology,Electronic Components,USA,2.13B,29.75,113.53,0.31%,"204,206"
6447,ROIC,Retail Opportunity Investments Corp.,Real Estate,REIT - Retail,USA,1.85B,39.84,15.02,1.14%,"418,983"
6448,ROIV,Roivant Sciences Ltd.,Healthcare,Biotechnology,United Kingdom,5.22B,-,7.01,-2.64%,"1,710,402"
6449,ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,USA,29.37B,32.21,256.74,0.30%,"297,493"
6450,ROKT,SPDR Kensho Final Frontiers ETF,Financial,Exchange Traded Fund,USA,-,-,39.19,0.58%,589
6451,ROKU,"Roku, Inc.",Communication Services,Entertainment,USA,5.90B,-,41.35,-2.38%,"4,334,936"
